detector,target_group,alpha_vulnerable,alpha_safe,method,vulnerable_violation,safe_violation,max_relative_violation,singleton_coverage,review_load,pr_auc,brier,f1,mcc
codebert,ghostpdl,0.05,0.2,estimated_weight_no_gate_clip_20,0.1329268292682927,0.0,2.658536585365854,0.596039603960396,0.403960396039604,0.1623814766440297,0.18863542710183342,0.24000000000000005,0.1731322776607561
codebert,ghostpdl,0.05,0.2,unweighted_mondrian,0.1207317073170732,0.004741379310344823,2.4146341463414633,0.593069306930693,0.40693069306930696,0.1623814766440297,0.18863542710183342,0.24000000000000005,0.1731322776607561
codebert,ghostpdl,0.05,0.2,vultriage_full_gate_clip_20,0.1329268292682927,0.0,2.658536585365854,0.596039603960396,0.403960396039604,0.1623814766440297,0.18863542710183342,0.24000000000000005,0.1731322776607561
codebert,ghostpdl,0.1,0.05,estimated_weight_no_gate_clip_20,0.21707317073170734,0.0,2.170731707317073,0.5732673267326732,0.4267326732673268,0.1623814766440297,0.18863542710183342,0.24000000000000005,0.1731322776607561
codebert,ghostpdl,0.1,0.05,unweighted_mondrian,0.15609756097560976,0.0,1.5609756097560974,0.5445544554455446,0.4554455445544555,0.1623814766440297,0.18863542710183342,0.24000000000000005,0.1731322776607561
codebert,ghostpdl,0.1,0.05,vultriage_full_gate_clip_20,0.21707317073170734,0.0,2.170731707317073,0.5732673267326732,0.4267326732673268,0.1623814766440297,0.18863542710183342,0.24000000000000005,0.1731322776607561
codebert,ghostpdl,0.1,0.1,estimated_weight_no_gate_clip_20,0.21707317073170734,0.0,2.170731707317073,0.6168316831683168,0.3831683168316832,0.1623814766440297,0.18863542710183342,0.24000000000000005,0.1731322776607561
codebert,ghostpdl,0.1,0.1,unweighted_mondrian,0.15609756097560976,0.0,1.5609756097560974,0.6059405940594059,0.3940594059405941,0.1623814766440297,0.18863542710183342,0.24000000000000005,0.1731322776607561
codebert,ghostpdl,0.1,0.1,vultriage_full_gate_clip_20,0.21707317073170734,0.0,2.170731707317073,0.6168316831683168,0.3831683168316832,0.1623814766440297,0.18863542710183342,0.24000000000000005,0.1731322776607561
codebert,ghostpdl,0.1,0.2,estimated_weight_no_gate_clip_20,0.21707317073170734,0.0,2.170731707317073,0.7188118811881188,0.2811881188118812,0.1623814766440297,0.18863542710183342,0.24000000000000005,0.1731322776607561
codebert,ghostpdl,0.1,0.2,unweighted_mondrian,0.15609756097560976,0.004741379310344823,1.5609756097560974,0.7306930693069307,0.2693069306930693,0.1623814766440297,0.18863542710183342,0.24000000000000005,0.1731322776607561
codebert,ghostpdl,0.1,0.2,vultriage_full_gate_clip_20,0.21707317073170734,0.0,2.170731707317073,0.7188118811881188,0.2811881188118812,0.1623814766440297,0.18863542710183342,0.24000000000000005,0.1731322776607561
codebert,imagemagick,0.01,0.05,estimated_weight_no_gate_clip_20,0.01272727272727273,0.0,1.2727272727272727,0.07650273224043716,0.9234972677595629,0.21549065477524473,0.3040829612553963,0.22000000000000003,-0.06838280788762376
codebert,imagemagick,0.01,0.05,unweighted_mondrian,0.42181818181818176,0.0003597122302158237,42.18181818181818,0.31693989071038253,0.6830601092896175,0.21549065477524473,0.3040829612553963,0.22000000000000003,-0.06838280788762376
codebert,imagemagick,0.01,0.05,vultriage_full_gate_clip_20,0.0,0.0,0.0,0.0,1.0,0.21549065477524473,0.3040829612553963,0.22000000000000003,-0.06838280788762376
codebert,imagemagick,0.01,0.1,estimated_weight_no_gate_clip_20,0.01272727272727273,0.0,1.2727272727272727,0.08196721311475409,0.9180327868852458,0.21549065477524473,0.3040829612553963,0.22000000000000003,-0.06838280788762376
codebert,imagemagick,0.01,0.1,unweighted_mondrian,0.42181818181818176,0.04388489208633092,42.18181818181818,0.40983606557377056,0.5901639344262295,0.21549065477524473,0.3040829612553963,0.22000000000000003,-0.06838280788762376
codebert,imagemagick,0.01,0.1,vultriage_full_gate_clip_20,0.0,0.0,0.0,0.0,1.0,0.21549065477524473,0.3040829612553963,0.22000000000000003,-0.06838280788762376
codebert,imagemagick,0.01,0.2,estimated_weight_no_gate_clip_20,0.01272727272727273,0.0,1.2727272727272727,0.14754098360655737,0.8524590163934425,0.21549065477524473,0.3040829612553963,0.22000000000000003,-0.06838280788762376
codebert,imagemagick,0.01,0.2,unweighted_mondrian,0.42181818181818176,0.051798561151079114,42.18181818181818,0.5136612021857924,0.48633879781420764,0.21549065477524473,0.3040829612553963,0.22000000000000003,-0.06838280788762376
codebert,imagemagick,0.01,0.2,vultriage_full_gate_clip_20,0.0,0.0,0.0,0.0,1.0,0.21549065477524473,0.3040829612553963,0.22000000000000003,-0.06838280788762376
codebert,imagemagick,0.05,0.05,estimated_weight_no_gate_clip_20,0.5181818181818182,0.0,10.363636363636363,0.4644808743169399,0.5355191256830601,0.21549065477524473,0.3040829612553963,0.22000000000000003,-0.06838280788762376
codebert,imagemagick,0.05,0.05,unweighted_mondrian,0.5863636363636363,0.0003597122302158237,11.727272727272725,0.546448087431694,0.453551912568306,0.21549065477524473,0.3040829612553963,0.22000000000000003,-0.06838280788762376
codebert,imagemagick,0.05,0.05,vultriage_full_gate_clip_20,0.0,0.0,0.0,0.0,1.0,0.21549065477524473,0.3040829612553963,0.22000000000000003,-0.06838280788762376
codebert,imagemagick,0.05,0.1,estimated_weight_no_gate_clip_20,0.5181818181818182,0.0,10.363636363636363,0.4699453551912568,0.5300546448087432,0.21549065477524473,0.3040829612553963,0.22000000000000003,-0.06838280788762376
codebert,imagemagick,0.05,0.1,unweighted_mondrian,0.5863636363636363,0.04388489208633092,11.727272727272725,0.639344262295082,0.36065573770491804,0.21549065477524473,0.3040829612553963,0.22000000000000003,-0.06838280788762376
codebert,imagemagick,0.05,0.1,vultriage_full_gate_clip_20,0.0,0.0,0.0,0.0,1.0,0.21549065477524473,0.3040829612553963,0.22000000000000003,-0.06838280788762376
codebert,imagemagick,0.05,0.2,estimated_weight_no_gate_clip_20,0.5181818181818182,0.0,10.363636363636363,0.5355191256830601,0.4644808743169399,0.21549065477524473,0.3040829612553963,0.22000000000000003,-0.06838280788762376
codebert,imagemagick,0.05,0.2,unweighted_mondrian,0.5863636363636363,0.051798561151079114,11.727272727272725,0.7431693989071039,0.2568306010928962,0.21549065477524473,0.3040829612553963,0.22000000000000003,-0.06838280788762376
